Fold,Avg Precision,Avg Recall,Avg F1,Avg pr time,Avg rec time
fold_1,29.0,18.492022851290585,21.395920005365284,0.09514069557189941,12.758341145515441
fold_2,26.666666666666668,23.017728458904926,23.43609155999968,0.09277300039927165,9.475068887074789
fold_3,25.714285714285715,25.342752485609626,23.97531222087017,0.09718222277505058,7.388563820293972
fold_4,26.666666666666668,27.279341029341026,25.791341656279737,0.10365621248881023,6.999138494332631
fold_5,33.0,33.05555555555556,30.643609022556394,0.09439346790313721,10.137927985191345
fold_6,23.333333333333332,21.212121212121215,22.222222222222225,0.08964498837788899,6.962958017985026
