File,Levenshtein-Dist,Levenshtein-Sim,LCS-Dist,LCS-Sim,Overlap,Jaro-Sim,1-cosine,2-cosine,3-cosine,4-cosine,1-jaccard,2-jaccard,3-jaccard,4-jaccard,1-sorensen_dice,2-sorensen_dice,3-sorensen_dice,4-sorensen_dice,1-qgram,2-qgram,3-qgram,4-qgram
Ex00,670,0.739906832,790,0.843564356,0.962600489,0.836609137,0.998800468,0.997129912,0.993843419,0.991045503,0.954545455,0.880952381,0.838235294,0.784090909,0.976744186,0.936708861,0.912,0.878980892,0.92195122,0.893975904,0.866666667,0.848699764
Ex01,740,0.688289806,852,0.805922551,0.961456103,0.801585073,0.995104559,0.989749485,0.98370974,0.982777536,0.954545455,0.860465116,0.791666667,0.708333333,0.976744186,0.925,0.88372093,0.829268293,0.80952381,0.771428571,0.734693878,0.712121212
Ex02,1441,0.560670732,1684,0.704250088,0.94452398,0.749967862,0.979079622,0.937090635,0.858460659,0.789085048,0.7,0.644067797,0.62244898,0.575757576,0.823529412,0.783505155,0.767295597,0.730769231,0.661682243,0.606884058,0.555360281,0.50170068
Ex03,3180,0.626848158,3824,0.757144672,0.968929942,0.795478955,0.983368534,0.951264618,0.88946109,0.841508625,0.90625,0.768115942,0.711864407,0.648148148,0.950819672,0.868852459,0.831683168,0.786516854,0.732465654,0.625254582,0.518730159,0.458206223
Ex04,2055,0.632181851,2477,0.765945384,0.971393897,0.820496725,0.994478954,0.985429338,0.968967022,0.955975859,0.933333333,0.822580645,0.752380952,0.649006623,0.965517241,0.902654867,0.858695652,0.787148594,0.842342342,0.797579758,0.745454545,0.694386694
Ex05,4647,0.516793179,4910,0.675436277,0.995419365,0.709120819,0.995093559,0.986856674,0.97292019,0.962741895,0.818181818,0.675675676,0.6328125,0.548913043,0.9,0.806451613,0.775119617,0.70877193,0.539288113,0.520584329,0.497382199,0.470096463
Ex06,2334,0.5332,2430,0.690209077,1,0.705066175,0.997948345,0.993332738,0.982008887,0.965608829,0.931034483,0.827586207,0.78125,0.661654135,0.964285714,0.905660377,0.877192982,0.79638009,0.568831169,0.558139535,0.541613316,0.515762926
Ex07,2460,0.571801567,2720,0.71601587,0.997960571,0.73863178,0.978290229,0.941206494,0.880206614,0.833338986,0.628571429,0.520547945,0.479674797,0.429411765,0.771929825,0.684684685,0.648351648,0.600823045,0.603543743,0.543223052,0.47196738,0.402723735
Ex08,1979,0.608351474,2272,0.748728157,0.975937568,0.778770836,0.988749848,0.969783843,0.937270478,0.90923048,0.714285714,0.642857143,0.622807018,0.51572327,0.833333333,0.782608696,0.767567568,0.680497925,0.726937269,0.671036949,0.603665521,0.539647577
Ex09,3735,0.529596977,4022,0.683755307,0.990163934,0.717518895,0.984286918,0.955965,0.90593976,0.870164587,0.647058824,0.525641026,0.496296296,0.448979592,0.785714286,0.68907563,0.663366337,0.61971831,0.544585987,0.512880562,0.475609756,0.437918216
