File,Levenshtein-Dist,Levenshtein-Sim,LCS-Dist,LCS-Sim,Overlap,Jaro-Sim,1-cosine,2-cosine,3-cosine,4-cosine,1-jaccard,2-jaccard,3-jaccard,4-jaccard,1-sorensen_dice,2-sorensen_dice,3-sorensen_dice,4-sorensen_dice,1-qgram,2-qgram,3-qgram,4-qgram
Ex00,1072,0.583850932,1190,0.730525362,0.996226415,0.754344441,0.982911931,0.953752718,0.911260798,0.86088836,1,0.973684211,0.918032787,0.7,1,0.986666667,0.957264957,0.823529412,0.670761671,0.641646489,0.590588235,0.511210762
Ex01,633,0.733361415,761,0.834023991,0.998043053,0.83677675,0.998392801,0.995904465,0.988398063,0.983264932,1,0.948717949,0.93442623,0.897435897,1,0.973684211,0.966101695,0.945945946,0.913513514,0.887700535,0.842931937,0.81865285
Ex02,1661,0.493597561,1858,0.644061303,0.99955516,0.71622089,0.980283798,0.941121029,0.867778632,0.780909855,0.857142857,0.773584906,0.720930233,0.557377049,0.923076923,0.872340426,0.837837838,0.715789474,0.59223301,0.579150579,0.56621881,0.482695811
Ex03,4899,0.321843854,4926,0.4861256,1,0.629169195,0.96102623,0.892553329,0.787517206,0.702050356,0.655172414,0.618181818,0.606741573,0.491803279,0.791666667,0.764044944,0.755244755,0.659340659,0.327338129,0.325539568,0.320179372,0.307829181
Ex04,3002,0.399119295,3064,0.566251416,1,0.653853902,0.981251667,0.951161082,0.904373752,0.86262467,0.620689655,0.553571429,0.533333333,0.370629371,0.765957447,0.712643678,0.695652174,0.540816327,0.397153946,0.392764858,0.384813385,0.330855019
Ex05,3240,0.412084921,3430,0.572532403,0.999308198,0.666523505,0.980404228,0.947661677,0.863536036,0.703239966,0.533333333,0.483870968,0.442307692,0.310126582,0.695652174,0.652173913,0.613333333,0.473429952,0.457420925,0.451456311,0.421428571,0.299890949
Ex06,1249,0.560829817,1406,0.703625632,0.999087591,0.74284776,0.993442393,0.979910747,0.952553185,0.928388422,1,0.867924528,0.813953488,0.6015625,1,0.929292929,0.897435897,0.751219512,0.64494382,0.622222222,0.596491228,0.541401274
Ex07,1431,0.626663188,1526,0.768717793,0.995575221,0.752092135,0.973702471,0.933677942,0.870701233,0.849365395,0.551724138,0.5,0.483516484,0.427419355,0.711111111,0.666666667,0.651851852,0.598870056,0.645378151,0.609555189,0.575121163,0.546899841
Ex08,2194,0.449987466,2377,0.605869673,0.999154691,0.688184071,0.910730802,0.794056991,0.622601454,0.558596331,0.542857143,0.492753623,0.468468468,0.313253012,0.703703704,0.660194175,0.63803681,0.47706422,0.497630332,0.471228616,0.392330383,0.304709141
Ex09,3681,0.229593972,3698,0.372369314,1,0.594473749,0.842578434,0.693569705,0.51488858,0.387977843,0.72,0.517241379,0.445544554,0.267080745,0.837209302,0.681818182,0.616438356,0.421568627,0.223001403,0.218487395,0.189041096,0.129074316
Ex10,2669,0.419782609,2758,0.58576149,0.999147122,0.677195939,0.993878154,0.981609564,0.950259479,0.910168185,0.888888889,0.814814815,0.747252747,0.531034483,0.941176471,0.897959184,0.855345912,0.693693694,0.425981873,0.412293853,0.388478582,0.34
A1.0,294,0.672605791,338,0.802570093,0.994731296,0.837984218,0.993434278,0.981880468,0.918120948,0.836824079,1,1,0.97826087,0.844827586,1,1,0.989010989,0.91588785,0.893333333,0.88,0.806451613,0.716049383
A2.0,655,0.641488779,815,0.753553069,0.998250729,0.794294882,0.992982085,0.980076096,0.927039735,0.829644655,1,1,0.981481481,0.759493671,1,1,0.990654206,0.863309353,0.81184669,0.798611111,0.737373737,0.576687117
A3.0,984,0.542963307,1095,0.687767322,1,0.730924902,0.988382792,0.967539164,0.912731615,0.838381337,0.916666667,0.866666667,0.85915493,0.72,0.956521739,0.928571429,0.924242424,0.837209302,0.65060241,0.644578313,0.619047619,0.535410765
A4.0,1509,0.513853093,1565,0.674838978,1,0.700788189,0.990091884,0.972282988,0.926833838,0.893079584,0.904761905,0.825,0.757575758,0.572815534,0.95,0.904109589,0.862068966,0.728395062,0.556886228,0.546719682,0.521568627,0.465909091
A4.1,1619,0.504286589,1661,0.665053438,1,0.696909286,0.969985,0.926614791,0.849262465,0.828915891,0.952380952,0.875,0.815384615,0.607843137,0.975609756,0.933333333,0.898305085,0.756097561,0.53030303,0.526515152,0.486136784,0.437275986
B1.0,3868,0.336079643,4015,0.495539641,0.99877451,0.635791284,0.918439409,0.798547601,0.637021824,0.565144429,0.485714286,0.512820513,0.470149254,0.333333333,0.653846154,0.677966102,0.639593909,0.5,0.34529148,0.337053571,0.302832244,0.254201681
C1.0,3637,0.390072111,3855,0.550227511,0.999331327,0.663362045,0.906400544,0.773252042,0.631675311,0.56465838,0.689655172,0.625,0.545454545,0.349462366,0.816326531,0.769230769,0.705882353,0.517928287,0.396963124,0.37540107,0.322348095,0.247081712
