File,Levenshtein-Dist,Levenshtein-Sim,LCS-Dist,LCS-Sim,Overlap,Jaro-Sim,1-cosine,2-cosine,3-cosine,4-cosine,1-jaccard,2-jaccard,3-jaccard,4-jaccard,1-sorensen_dice,2-sorensen_dice,3-sorensen_dice,4-sorensen_dice,1-qgram,2-qgram,3-qgram,4-qgram
2024-10-20 15.15 A10-representations.aird.xes,299,0.7251838235294117,332,0.8328298086606244,0.9646271510516252,0.8261618957159701,0.9992377773634152,0.9979104216668101,0.995165992037597,0.9927701484353567,1.0,0.967741935483871,0.9555555555555556,0.8909090909090909,1.0,0.9836065573770492,0.9772727272727273,0.9423076923076923,0.8121546961325967,0.8011049723756907,0.7900552486187845,0.7790055248618785
2024-10-20 15.57 A20-representations.aird.xes,597,0.6732348111658457,609,0.8053691275167785,0.9239802224969098,0.7807937732522996,0.9953163866769308,0.9865673633558952,0.9693893995791717,0.9475273145238382,1.0,0.9142857142857143,0.8679245283018868,0.7183098591549296,1.0,0.9552238805970149,0.9292929292929293,0.8360655737704918,0.7403508771929825,0.7272727272727273,0.7083333333333333,0.6498316498316499
2024-10-20 17.09 A30-representations.aird.xes,3969,0.34483327830967314,4033,0.5088296188040433,0.9533199195171026,0.6326888082875295,0.9797393997859903,0.9505894582350406,0.9146272268846795,0.8828044548706652,0.7916666666666666,0.6444444444444445,0.5633802816901409,0.5,0.8837209302325582,0.7837837837837838,0.7207207207207207,0.6666666666666666,0.29218900675024106,0.26345609065155806,0.22907083716651333,0.20505871725383917
2024-10-20 17.42 A40-representations.aird.xes,1055,0.6601159793814433,1302,0.7818364611260054,0.9541478129713424,0.8134289240929734,0.9870533577820046,0.9634766653726629,0.9200167046513665,0.8790089681580331,0.9047619047619048,0.8536585365853658,0.7910447761194029,0.6336633663366337,0.95,0.9210526315789473,0.8833333333333333,0.7757575757575758,0.8133333333333334,0.7431192660550459,0.6690140845070423,0.5819397993311037
2024-10-20 17.52 A41-representations.aird.xes,1199,0.6328842620943049,1431,0.7748229740361919,0.9442889137737962,0.8150151197005463,0.9820632655162137,0.9544827971915091,0.9192974695817702,0.8778541505818706,0.8571428571428571,0.825,0.7692307692307693,0.5922330097087378,0.9230769230769231,0.9041095890410958,0.8695652173913043,0.7439024390243902,0.7911504424778761,0.7353951890034365,0.6799999999999999,0.5942947702060222
2024-10-20 18.10 B10-representations.aird.xes,2773,0.5240302094061106,2932,0.6792824327280682,0.9537515375153751,0.7176695403810077,0.9877245224994351,0.9651844150982597,0.9185172810177991,0.886675230713777,0.8571428571428571,0.775,0.7518248175182481,0.645,0.9230769230769231,0.8732394366197183,0.8583333333333333,0.78419452887538,0.5446428571428572,0.5237045203969128,0.5016322089227421,0.4643995749202976
2024-10-20 18.42 C10-representations.aird.xes,9474,0.37666951773142965,9654,0.543804933371137,0.9765545361875637,0.6464478671672377,0.9644382585160813,0.9170302407998648,0.8624434171473447,0.8102017822113049,0.8571428571428571,0.6612903225806451,0.5700934579439252,0.4430379746835443,0.9230769230769231,0.7961165048543689,0.7261904761904762,0.6140350877192983,0.3032504780114723,0.26617100371747215,0.22314049586776863,0.1936842105263158
2024-10-20 18.56 C11-representations.aird.xes,1124,0.625582944703531,1368,0.7547508067407673,0.9165349351881126,0.8119114517167989,0.9977818343152521,0.9931084067773212,0.9721553097347511,0.9544547378286117,0.9032258064516129,0.8688524590163934,0.8484848484848485,0.7266187050359713,0.9491525423728814,0.9298245614035088,0.9180327868852459,0.8416666666666667,0.8631346578366446,0.8384279475982532,0.7721518987341772,0.6963562753036437
2024-10-20 19.10 C20-representations.aird.xes,2567,0.6098784194528876,2847,0.744181867193818,0.9202821869488537,0.7446817597342208,0.9855103325569015,0.9622245961530763,0.9238156477866168,0.8993216876998384,0.6896551724137931,0.5076923076923077,0.42342342342342343,0.35185185185185186,0.8163265306122449,0.673469387755102,0.5949367088607594,0.5205479452054794,0.6842105263157895,0.6353488372093024,0.5706618962432917,0.5094664371772806
2024-10-20 19.17 C30-representations.aird.xes,1489,0.6002684563758389,1584,0.7409224730127576,0.936734693877551,0.7331752073963158,0.993398788346471,0.9795107565856429,0.9473349766932418,0.9250372226596553,0.88,0.7547169811320755,0.6966292134831461,0.616,0.9361702127659575,0.8602150537634409,0.8211920529801324,0.7623762376237624,0.6606498194945849,0.6363636363636364,0.5986038394415358,0.5597269624573379
2024-10-20 19.30 C40-representations.aird.xes,3487,0.43392857142857144,3596,0.5994653597683226,0.9757575757575757,0.6692268164766392,0.9866944135544533,0.9655226022003278,0.9210033848061953,0.8988899986758743,0.8285714285714286,0.7671232876712328,0.743801652892562,0.6686390532544378,0.90625,0.8682170542635659,0.8530805687203792,0.8014184397163121,0.45532831001076424,0.43769968051118213,0.4204425711275026,0.3977154724818276
2024-10-20 19.55 C50-representations.aird.xes,6477,0.3663666601447858,6539,0.5343587552517268,0.9931943853679286,0.6438300928369735,0.9910694569314642,0.9755845090374924,0.9407891850938342,0.9271338663938005,0.7837837837837838,0.7402597402597403,0.734375,0.6703910614525139,0.8787878787878788,0.8507462686567164,0.8468468468468469,0.802675585284281,0.36936936936936937,0.35586734693877553,0.34260429835651074,0.327909887359199
2024-10-20 21.03 C60-representations.aird.xes,4348,0.5064699205448354,4590,0.6644736842105263,0.9615450059554195,0.710543677809968,0.988393498103999,0.9609121666209474,0.8966006217374249,0.8455493520816619,0.8536585365853658,0.7692307692307693,0.738562091503268,0.6116071428571429,0.9210526315789473,0.8695652173913043,0.849624060150376,0.7590027700831025,0.5305466237942122,0.5203836930455635,0.5019762845849802,0.46563706563706564
