File,Levenshtein-Dist,Levenshtein-Sim,LCS-Dist,LCS-Sim,Overlap,Jaro-Sim,1-cosine,2-cosine,3-cosine,4-cosine,1-jaccard,2-jaccard,3-jaccard,4-jaccard,1-sorensen_dice,2-sorensen_dice,3-sorensen_dice,4-sorensen_dice,1-qgram,2-qgram,3-qgram,4-qgram
Ex00,801,0.689052795,836,0.812556054,1,0.775989811,0.998865674,0.994264889,0.979056045,0.966807966,1,0.945945946,0.894736842,0.847222222,1,0.972222222,0.944444444,0.917293233,0.74,0.730673317,0.712871287,0.695331695
Ex01,730,0.692502106,805,0.82602118,0.995769231,0.845658678,0.998293957,0.995092682,0.987189929,0.980888749,1,0.972972973,0.947368421,0.876712329,1,0.98630137,0.972972973,0.934306569,0.913978495,0.888297872,0.868073879,0.829015544
Ex02,1748,0.467073171,1818,0.630337536,1,0.682641681,0.988106339,0.964011016,0.915317987,0.854989121,0.964285714,0.905660377,0.860465116,0.773913043,0.981818182,0.95049505,0.925,0.87254902,0.5078125,0.50390625,0.497076023,0.484496124
Ex03,5251,0.273117386,5286,0.427550357,1,0.612895655,0.962382369,0.890326797,0.774840164,0.650887922,0.633333333,0.534482759,0.510638298,0.343065693,0.775510204,0.696629213,0.676056338,0.510869565,0.273542601,0.268336315,0.256433008,0.221070812
Ex04,1987,0.602281825,2124,0.74217043,0.997872906,0.735461315,0.9911213,0.976912052,0.954954936,0.929481162,0.655172414,0.553571429,0.483516484,0.401574803,0.791666667,0.712643678,0.651851852,0.573033708,0.647959184,0.620603015,0.594059406,0.543817527
Ex05,3581,0.350208674,3686,0.512304843,0.996624473,0.643578229,0.989420501,0.972862657,0.925741928,0.896904071,0.777777778,0.702702703,0.658536585,0.549450549,0.875,0.825396825,0.794117647,0.709219858,0.381642512,0.369304556,0.352313167,0.309551208
Ex06,1311,0.539029536,1404,0.687026304,1,0.71539145,0.995381734,0.984756053,0.942289848,0.900182254,0.962962963,0.901960784,0.865853659,0.675213675,0.981132075,0.948453608,0.928104575,0.806122449,0.583710407,0.575620767,0.55704698,0.505422993
Ex07,1426,0.627967649,1667,0.751008215,0.998173516,0.76874261,0.989051439,0.972172264,0.951395053,0.927130202,0.764705882,0.591549296,0.537815126,0.433526012,0.866666667,0.743362832,0.699453552,0.60483871,0.681742044,0.61352657,0.53609831,0.456934307
Ex08,2225,0.442216094,2241,0.613420735,1,0.67237639,0.980912087,0.94893672,0.885705069,0.855971623,0.64516129,0.559322034,0.489583333,0.386363636,0.784313725,0.717391304,0.657342657,0.557377049,0.455128205,0.454253612,0.4464,0.422712934
Ex09,3243,0.321264127,3358,0.478571429,0.998954522,0.636706218,0.977279021,0.937965115,0.780142389,0.659911746,0.807692308,0.694915254,0.647058824,0.373626374,0.893617021,0.82,0.785714286,0.544,0.348251748,0.341701534,0.324137931,0.220382166
Ex10,2364,0.486086957,2514,0.644110985,0.991498406,0.701793758,0.9907333,0.97720406,0.930446838,0.88817513,0.657142857,0.527777778,0.458333333,0.4,0.793103448,0.690909091,0.628571429,0.571428571,0.500738552,0.454806313,0.405555556,0.361185984
A1.0,447,0.502227171,526,0.638736264,0.990755008,0.719008421,0.911496036,0.788541861,0.5490854,0.400478697,0.6,0.588235294,0.557692308,0.324324324,0.75,0.740740741,0.716049383,0.489795918,0.578947368,0.555555556,0.465838509,0.29281768
A2.0,1055,0.591243704,1148,0.739564428,0.958787305,0.749991899,0.969008915,0.919927784,0.857060361,0.827350944,0.558823529,0.428571429,0.358974359,0.303225806,0.716981132,0.6,0.528301887,0.465346535,0.632850242,0.552995392,0.467248908,0.404612159
A3.0,798,0.629354389,906,0.775074479,0.883361204,0.809137059,0.998633553,0.995254363,0.981687033,0.958949049,1,0.936170213,0.894736842,0.775700935,1,0.967032967,0.944444444,0.873684211,0.880239521,0.852071006,0.798270893,0.699453552
A4.0,1376,0.556701031,1623,0.701379945,0.994812894,0.771486186,0.959305053,0.880180288,0.810087384,0.6361611,0.75,0.658536585,0.541666667,0.305084746,0.857142857,0.794117647,0.702702703,0.467532468,0.698630137,0.600739372,0.497400347,0.324116743
