filename,word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
Ex00,event,100,70,0.7
Ex01,event,91,86,0.945054945
Ex02,event,128,77,0.6015625
Ex03,event,278,91,0.327338129
Ex04,event,193,77,0.398963731
Ex05,event,205,95,0.463414634
Ex06,event,110,73,0.663636364
Ex07,event,145,100,0.689655172
Ex08,event,156,81,0.519230769
Ex09,event,178,40,0.224719101
Ex10,event,164,72,0.43902439
A1.0,event,37,34,0.918918919
A2.0,event,71,59,0.830985915
A3.0,event,83,54,0.65060241
A4.0,event,125,70,0.56
A4.1,event,132,70,0.53030303
B1.0,event,221,79,0.357466063
C1.0,event,226,96,0.424778761
C1.1,event,113,47,0.415929204
C2.0,event,253,68,0.268774704
C3.0,event,138,57,0.413043478
C4.0,event,230,70,0.304347826
C5.0,event,385,67,0.174025974
C6.0,event,308,70,0.227272727
C7.0,event,133,68,0.511278195
C8.0,event,161,140,0.869565217
