word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
StartEvent,4,2,0.5
SequenceFlow,36,39,1.083333333
ParallelGateway,12,15,1.25
SubProcess,4,2,0.5
EndEvent,1,2,2
ExclusiveGateway,7,5,0.714285714
Process,37,2,0.054054054
LaneSet,3,0,0
Lane,23,0,0
Task,33,26,0.787878788
StartEvent,5,4,0.8
SequenceFlow,36,34,0.944444444
BoundaryEvent,8,3,0.375
ExclusiveGateway,6,7,1.166666667
EndEvent,1,3,3
ExtensionAttributeValue,1,0,0
TextAnnotation,1,0,0
Association,2,0,0
Process,40,2,0.05
LaneSet,5,0,0
Lane,22,0,0
Task,21,4,0.19047619
StartEvent,7,2,0.285714286
SequenceFlow,48,24,0.5
EndEvent,7,1,0.142857143
IntermediateThrowEvent,11,3,0.272727273
ExclusiveGateway,6,3,0.5
IntermediateCatchEvent,7,1,0.142857143
SubProcess,4,0,0
Process,39,20,0.512820513
LaneSet,3,1,0.333333333
Lane,21,8,0.380952381
Task,19,4,0.210526316
StartEvent,3,3,1
SequenceFlow,44,14,0.318181818
ExclusiveGateway,4,4,1
IntermediateThrowEvent,4,2,0.5
EventBasedGateway,7,2,0.285714286
IntermediateCatchEvent,18,9,0.5
EndEvent,2,2,1
Process,10,6,0.6
LaneSet,1,1,1
Lane,5,6,1.2
StartEvent,2,2,1
Task,9,9,1
EndEvent,2,2,1
SequenceFlow,8,8,1
Process,18,10,0.555555556
LaneSet,1,1,1
Lane,8,9,1.125
StartEvent,2,2,1
Task,12,13,1.083333333
SequenceFlow,18,16,0.888888889
ParallelGateway,9,6,0.666666667
EndEvent,3,2,0.666666667
Process,20,8,0.4
LaneSet,1,1,1
SubProcess,7,3,0.428571429
Lane,11,8,0.727272727
BoundaryEvent,9,4,0.444444444
StartEvent,2,2,1
Task,12,10,0.833333333
SequenceFlow,16,14,0.875
EndEvent,5,4,0.8
Process,21,11,0.523809524
Lane,17,7,0.411764706
StartEvent,8,6,0.75
Task,23,17,0.739130435
LaneSet,2,1,0.5
SequenceFlow,29,20,0.689655172
SubProcess,16,4,0.25
EndEvent,9,4,0.444444444
Process,23,8,0.347826087
LaneSet,5,1,0.2
Lane,17,2,0.117647059
Task,23,21,0.913043478
StartEvent,8,6,0.75
SequenceFlow,30,23,0.766666667
SubProcess,16,3,0.1875
EndEvent,10,6,0.6
Process,47,0,0
LaneSet,4,0,0
Lane,33,0,0
StartEvent,6,4,0.666666667
Task,8,3,0.375
SequenceFlow,44,29,0.659090909
UserTask,5,6,1.2
EndEvent,13,6,0.461538462
ServiceTask,4,5,1.25
ParallelGateway,4,3,0.75
ExclusiveGateway,15,11,0.733333333
SubProcess,25,9,0.36
ExtensionAttributeValue,5,0,0
DataObject,1,0,0
Association,6,0,0
DataStore,1,0,0
Process,51,1,0.019607843
LaneSet,7,0,0
Lane,33,1,0.03030303
StartEvent,7,4,0.571428571
Task,29,17,0.586206897
IntermediateCatchEvent,14,9,0.642857143
SequenceFlow,56,33,0.589285714
InclusiveGateway,3,3,1
EndEvent,10,8,0.8
UserTask,8,5,0.625
ExclusiveGateway,8,6,0.75
Process,26,1,0.038461538
LaneSet,1,0,0
Lane,15,1,0.066666667
StartEvent,2,2,1
UserTask,8,7,0.875
ExtensionAttributeValue,3,0,0
DataObject,3,1,0.333333333
Association,6,2,0.333333333
SequenceFlow,25,17,0.68
ExclusiveGateway,9,5,0.555555556
Task,6,3,0.5
EndEvent,6,4,0.666666667
EdgeStyleDescription,1,0,0
ServiceTask,2,2,1
Process,45,1,0.022222222
LaneSet,8,0,0
Lane,30,1,0.033333333
StartEvent,14,6,0.428571429
Task,39,12,0.307692308
EndEvent,11,6,0.545454545
SequenceFlow,65,23,0.353846154
ExclusiveGateway,12,8,0.666666667
SubProcess,23,5,0.217391304
BoundaryEvent,1,0,0
IntermediateCatchEvent,5,2,0.4
Process,30,1,0.033333333
LaneSet,1,0,0
Lane,14,1,0.071428571
StartEvent,3,2,0.666666667
UserTask,16,9,0.5625
SequenceFlow,38,18,0.473684211
ExclusiveGateway,13,6,0.461538462
EndEvent,10,8,0.8
SubProcess,6,2,0.333333333
BoundaryEvent,7,4,0.571428571
Process,57,23,0.403508772
LaneSet,4,0,0
Lane,31,0,0
StartEvent,2,1,0.5
Task,21,6,0.285714286
ExclusiveGateway,4,3,0.75
SequenceFlow,53,22,0.41509434
UserTask,17,9,0.529411765
ExtensionAttributeValue,1,0,0
DataStore,1,0,0
Association,4,0,0
ParallelGateway,18,5,0.277777778
IntermediateCatchEvent,15,1,0.066666667
EndEvent,2,0,0
Process,92,1,0.010869565
LaneSet,6,0,0
Lane,44,0,0
StartEvent,2,1,0.5
Task,4,1,0.25
SequenceFlow,78,33,0.423076923
UserTask,44,18,0.409090909
ExclusiveGateway,29,6,0.206896552
ExtensionAttributeValue,9,0,0
DataObject,6,0,0
Association,50,0,0
EndEvent,8,3,0.375
DataStore,3,0,0
ParallelGateway,6,3,0.5
SubProcess,4,1,0.25
Process,48,1,0.020833333
LaneSet,1,0,0
Lane,26,0,0
StartEvent,5,3,0.6
SendTask,20,5,0.25
SequenceFlow,71,33,0.464788732
InputOutputSpecification,2,0,0
DataInput,2,0,0
Association,4,0,0
EventBasedGateway,4,1,0.25
IntermediateCatchEvent,13,3,0.230769231
BoundaryEvent,17,4,0.235294118
ServiceTask,19,5,0.263157895
EndEvent,13,6,0.461538462
SubProcess,39,1,0.025641026
ParallelGateway,12,5,0.416666667
IntermediateThrowEvent,12,3,0.25
Process,29,11,0.379310345
LaneSet,4,3,0.75
Lane,18,6,0.333333333
InputOutputSpecification,2,0,0
DataInput,2,0,0
StartEvent,2,2,1
UserTask,10,9,0.9
SequenceFlow,26,16,0.615384615
ExtensionAttributeValue,3,0,0
DataObject,4,0,0
Association,10,4,0.4
ExclusiveGateway,3,2,0.666666667
ParallelGateway,6,6,1
ServiceTask,7,5,0.714285714
BusinessRuleTask,4,1,0.25
MultiInstanceLoopCharacteristics,1,1,1
EndEvent,2,2,1
Process,39,41,1.051282051
LaneSet,1,1,1
Lane,20,2,0.1
StartEvent,2,2,1
ServiceTask,10,10,1
SequenceFlow,35,34,0.971428571
BoundaryEvent,3,2,0.666666667
InputOutputSpecification,3,1,0.333333333
DataInput,3,3,1
Association,8,8,1
ExtensionAttributeValue,1,0,0
DataObject,1,1,1
BusinessRuleTask,3,3,1
ExclusiveGateway,7,4,0.571428571
SendTask,12,12,1
UserTask,3,3,1
EndEvent,10,12,1.2
