word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
Process,26,26,1
LaneSet,1,0,0
Lane,12,0,0
StartEvent,2,2,1
Task,18,18,1
SequenceFlow,26,26,1
ExclusiveGateway,3,2,0.666666667
EndEvent,4,4,1
ParallelGateway,8,4,0.5
Process,24,24,1
LaneSet,1,0,0
Lane,11,0,0
StartEvent,2,2,1
Task,15,15,1
SequenceFlow,24,24,1
ExclusiveGateway,6,4,0.666666667
ParallelGateway,6,4,0.666666667
EndEvent,2,2,1
Process,30,30,1
LaneSet,5,0,0
Lane,19,0,0
StartEvent,4,2,0.5
Task,18,17,0.944444444
SequenceFlow,20,20,1
ExtensionAttributeValue,5,0,0
DataObject,2,2,1
Association,20,20,1
ExclusiveGateway,3,2,0.666666667
EndEvent,2,2,1
Process,63,64,1.015873016
LaneSet,5,0,0
Lane,36,0,0
Task,38,35,0.921052632
StartEvent,3,2,0.666666667
SequenceFlow,42,42,1
ExtensionAttributeValue,15,0,0
DataObject,11,11,1
Association,46,46,1
ExclusiveGateway,11,8,0.727272727
DataStore,4,4,1
EndEvent,4,4,1
Process,43,44,1.023255814
LaneSet,5,0,0
Lane,29,0,0
StartEvent,12,8,0.666666667
Task,28,26,0.928571429
SequenceFlow,47,43,0.914893617
ExclusiveGateway,15,10,0.666666667
ExtensionAttributeValue,3,0,0
DataObject,2,2,1
Association,8,8,1
DataStore,1,1,1
Process,49,48,0.979591837
LaneSet,5,0,0
Lane,24,0,0
Task,22,21,0.954545455
StartEvent,5,2,0.4
SequenceFlow,49,43,0.87755102
EndEvent,6,2,0.333333333
ExclusiveGateway,11,6,0.545454545
ExtensionAttributeValue,2,0,0
Association,20,20,1
IntermediateCatchEvent,7,2,0.285714286
IntermediateThrowEvent,4,2,0.5
DataObject,1,1,1
Process,27,27,1
LaneSet,2,0,0
Lane,14,0,0
StartEvent,4,3,0.75
Task,16,14,0.875
SequenceFlow,23,23,1
ExtensionAttributeValue,2,0,0
DataObject,2,2,1
Association,12,12,1
ExclusiveGateway,7,4,0.571428571
EndEvent,1,1,1
Process,36,35,0.972222222
LaneSet,4,0,0
Lane,21,0,0
Task,16,12,0.75
UserTask,3,3,1
MultiInstanceLoopCharacteristics,1,0,0
StartEvent,4,3,0.75
SequenceFlow,36,36,1
ParallelGateway,12,8,0.666666667
SubProcess,4,3,0.75
EndEvent,1,1,1
ExclusiveGateway,7,4,0.571428571
Process,37,35,0.945945946
LaneSet,3,0,0
Lane,23,0,0
Task,33,27,0.818181818
StartEvent,5,4,0.8
SequenceFlow,36,36,1
BoundaryEvent,8,2,0.25
ExclusiveGateway,6,4,0.666666667
EndEvent,1,1,1
ExtensionAttributeValue,1,0,0
TextAnnotation,1,0,0
Association,2,2,1
Process,40,41,1.025
LaneSet,5,0,0
Lane,22,0,0
Task,21,18,0.857142857
StartEvent,7,5,0.714285714
SequenceFlow,48,48,1
EndEvent,7,7,1
IntermediateThrowEvent,11,6,0.545454545
ExclusiveGateway,6,4,0.666666667
IntermediateCatchEvent,7,5,0.714285714
SubProcess,4,3,0.75
Process,39,37,0.948717949
LaneSet,3,0,0
Lane,21,0,0
Task,19,14,0.736842105
StartEvent,3,2,0.666666667
SequenceFlow,44,38,0.863636364
ExclusiveGateway,4,2,0.5
IntermediateThrowEvent,4,2,0.5
EventBasedGateway,7,4,0.571428571
IntermediateCatchEvent,18,12,0.666666667
EndEvent,2,2,1
Process,10,10,1
LaneSet,1,0,0
Lane,5,0,0
StartEvent,2,2,1
Task,9,9,1
EndEvent,2,2,1
SequenceFlow,8,8,1
Process,18,18,1
LaneSet,1,0,0
Lane,8,0,0
StartEvent,2,2,1
Task,12,12,1
SequenceFlow,18,18,1
ParallelGateway,9,6,0.666666667
EndEvent,3,2,0.666666667
Process,20,19,0.95
LaneSet,1,0,0
SubProcess,7,3,0.428571429
Lane,11,0,0
BoundaryEvent,9,4,0.444444444
