word_combination,occurrences_dir1,occurrences_dir2,hallucination_ratio
StartEvent,2,2,1
Task,12,10,0.833333333
SequenceFlow,16,16,1
EndEvent,5,4,0.8
Process,21,31,1.476190476
Lane,17,0,0
StartEvent,8,8,1
Task,23,18,0.782608696
LaneSet,2,0,0
SequenceFlow,29,29,1
SubProcess,16,5,0.3125
EndEvent,9,9,1
Process,23,24,1.043478261
LaneSet,5,0,0
Lane,17,0,0
Task,23,18,0.782608696
StartEvent,8,8,1
SequenceFlow,30,30,1
SubProcess,16,6,0.375
EndEvent,10,10,1
Process,47,46,0.978723404
LaneSet,4,0,0
Lane,33,0,0
StartEvent,6,7,1.166666667
Task,8,6,0.75
SequenceFlow,44,48,1.090909091
UserTask,5,6,1.2
EndEvent,13,9,0.692307692
ServiceTask,4,6,1.5
ParallelGateway,4,3,0.75
ExclusiveGateway,15,12,0.8
SubProcess,25,6,0.24
ExtensionAttributeValue,5,0,0
DataObject,1,1,1
Association,6,4,0.666666667
DataStore,1,1,1
Process,51,48,0.941176471
LaneSet,7,0,0
Lane,33,0,0
StartEvent,7,5,0.714285714
Task,29,21,0.724137931
IntermediateCatchEvent,14,9,0.642857143
SequenceFlow,56,54,0.964285714
InclusiveGateway,3,2,0.666666667
EndEvent,10,6,0.6
UserTask,8,6,0.75
ExclusiveGateway,8,6,0.75
Process,26,24,0.923076923
LaneSet,1,0,0
Lane,15,0,0
StartEvent,2,2,1
UserTask,8,9,1.125
ExtensionAttributeValue,3,0,0
DataObject,3,3,1
Association,6,6,1
SequenceFlow,25,24,0.96
ExclusiveGateway,9,6,0.666666667
Task,6,3,0.5
EndEvent,6,4,0.666666667
EdgeStyleDescription,1,0,0
ServiceTask,2,3,1.5
Process,45,45,1
LaneSet,8,0,0
Lane,30,0,0
StartEvent,14,11,0.785714286
Task,39,33,0.846153846
EndEvent,11,8,0.727272727
SequenceFlow,65,65,1
ExclusiveGateway,12,9,0.75
SubProcess,23,3,0.130434783
BoundaryEvent,1,0,0
IntermediateCatchEvent,5,3,0.6
Process,30,30,1
LaneSet,1,0,0
Lane,14,0,0
StartEvent,3,2,0.666666667
UserTask,16,12,0.75
SequenceFlow,38,37,0.973684211
ExclusiveGateway,13,9,0.692307692
EndEvent,10,6,0.6
SubProcess,6,3,0.5
BoundaryEvent,7,3,0.428571429
Process,57,52,0.912280702
LaneSet,4,0,0
Lane,31,0,0
StartEvent,2,2,1
Task,21,18,0.857142857
ExclusiveGateway,4,3,0.75
SequenceFlow,53,53,1
UserTask,17,18,1.058823529
ExtensionAttributeValue,1,0,0
DataStore,1,0,0
Association,4,4,1
ParallelGateway,18,12,0.666666667
IntermediateCatchEvent,15,12,0.8
EndEvent,2,2,1
Process,92,91,0.989130435
LaneSet,6,0,0
Lane,44,0,0
StartEvent,2,2,1
Task,4,3,0.75
SequenceFlow,78,78,1
UserTask,44,45,1.022727273
ExclusiveGateway,29,21,0.724137931
ExtensionAttributeValue,9,0,0
DataObject,6,6,1
Association,50,50,1
EndEvent,8,6,0.75
DataStore,3,3,1
ParallelGateway,6,4,0.666666667
SubProcess,4,3,0.75
Process,48,46,0.958333333
LaneSet,1,0,0
Lane,26,0,0
StartEvent,5,5,1
SendTask,20,17,0.85
SequenceFlow,71,71,1
InputOutputSpecification,2,0,0
DataInput,2,0,0
Association,4,4,1
EventBasedGateway,4,2,0.5
IntermediateCatchEvent,13,9,0.692307692
BoundaryEvent,17,5,0.294117647
ServiceTask,19,16,0.842105263
EndEvent,13,13,1
SubProcess,39,3,0.076923077
ParallelGateway,12,8,0.666666667
IntermediateThrowEvent,12,9,0.75
Process,29,29,1
LaneSet,4,0,0
Lane,18,0,0
InputOutputSpecification,2,0,0
DataInput,2,0,0
StartEvent,2,2,1
UserTask,10,9,0.9
SequenceFlow,26,26,1
ExtensionAttributeValue,3,0,0
DataObject,4,3,0.75
Association,10,10,1
ExclusiveGateway,3,2,0.666666667
ParallelGateway,6,4,0.666666667
ServiceTask,7,6,0.857142857
BusinessRuleTask,4,3,0.75
MultiInstanceLoopCharacteristics,1,0,0
EndEvent,2,2,1
Process,39,39,1
LaneSet,1,0,0
Lane,20,0,0
StartEvent,2,2,1
ServiceTask,10,9,0.9
SequenceFlow,35,35,1
BoundaryEvent,3,1,0.333333333
InputOutputSpecification,3,0,0
DataInput,3,0,0
Association,8,8,1
ExtensionAttributeValue,1,0,0
DataObject,1,1,1
BusinessRuleTask,3,3,1
ExclusiveGateway,7,4,0.571428571
SendTask,12,12,1
UserTask,3,3,1
EndEvent,10,10,1
