category,dataset,context,cutoff,Fold,Avg Precision,Avg Recall,Avg F1,Avg pr time,Avg rec time,dataset,context,cutoff,Fold,Avg Precision,Avg Recall,Avg F1,Avg pr time,Avg rec time,dataset,context,cutoff,Fold,Avg Precision,Avg Recall,Avg F1,Avg pr time,Avg rec time
Swim_Lane,D1,0.2,10,fold_1,,,,,,D2.R,0.2,10,fold_1,26,40.11832612,30.72998106,0.07497365,20.51872551,D2.S,0.2,10,fold_1,31.35802469,46.51515152,34.18093163,0.022075627,1.677225722
Swim_Lane,D1,0.2,10,fold_2,,,,,,D2.R,0.2,10,fold_2,29.47368421,46.01807549,35.01460844,0.072003829,20.64430898,D2.S,0.2,10,fold_2,42.22222222,50.75396825,45.32937736,0.016021937,1.742052227
Swim_Lane,D1,0.2,10,fold_3,,,,,,D2.R,0.2,10,fold_3,24.7826087,38.2773386,28.81453786,0.074761287,19.48518176,D2.S,0.2,10,fold_3,24.11111111,35.05555556,27.75552664,0.020832324,1.449589992
Swim_Lane,D1,0.2,10,fold_4,,,,,,D2.R,0.2,10,fold_4,28.69565217,47.25406236,33.6017504,0.074680235,19.36263982,D2.S,0.2,10,fold_4,44.30555556,57.50270563,48.5310278,0.022265226,1.637277544
Swim_Lane,D1,0.2,10,fold_5,,,,,,D2.R,0.2,10,fold_5,21.9047619,35.94482237,26.080024,0.075629927,16.60869266,D2.S,0.2,10,fold_5,35.30864198,45.21604938,37.48561533,0.015378369,1.879532682
Swim_Lane,D1,0.5,10,fold_1,27.39130435,32.83181191,27.66333707,0.091801519,56.87426955,D2.R,0.5,10,fold_1,20.4,39.11746032,26.04155525,0.082044144,22.36508443,D2.S,0.5,10,fold_1,20,25.51587302,22.14233842,0.022360351,1.473097059
Swim_Lane,D1,0.5,10,fold_2,32.5,41.39904077,34.20248909,0.092939526,49.00977971,D2.R,0.5,10,fold_2,25.26315789,46.47869674,31.92269791,0.082334682,22.9398061,D2.S,0.5,10,fold_2,29.44444444,42.18253968,33.82878151,0.016192794,1.486759424
Swim_Lane,D1,0.5,10,fold_3,25.65217391,32.16857099,26.88919105,0.089618268,46.37504438,D2.R,0.5,10,fold_3,23.91304348,43.06869459,29.1131775,0.08321251,20.37374713,D2.S,0.5,10,fold_3,18.77777778,43.5,24.15151515,0.018989849,1.239255953
Swim_Lane,D1,0.5,10,fold_4,31.5,39.16532079,33.5738717,0.0884866,51.665382,D2.R,0.5,10,fold_4,24.7826087,50.15355418,31.27663676,0.085285363,20.96957492,D2.S,0.5,10,fold_4,27.43055556,45.07936508,32.93536325,0.022459477,1.38479197
Swim_Lane,D1,0.5,10,fold_5,28.57142857,43.79449915,31.70174086,0.085234006,46.69267818,D2.R,0.5,10,fold_5,20.47619048,36.09221466,25.23497703,0.084828456,18.63495325,D2.S,0.5,10,fold_5,24.32098765,42.85954786,29.52020202,0.016754124,1.564881537
Swim_Lane,D1,0.8,10,fold_1,24.44444444,24.09747258,23.52104821,0.091365876,56.70203472,D2.R,0.8,10,fold_1,27.73333333,38.15238095,31.06692448,0.153755503,42.53775973,D2.S,0.8,10,fold_1,25.55555556,47.88359788,30.83750672,0.021010558,1.579467906
Swim_Lane,D1,0.8,10,fold_2,22.22222222,32.65768953,23.54855904,0.091295242,48.40237211,D2.R,0.8,10,fold_2,29.94152047,41.90909967,33.49105098,0.158560427,42.60067788,D2.S,0.8,10,fold_2,36.25,57.79761905,43.61997566,0.017356336,1.66606617
Swim_Lane,D1,0.8,10,fold_3,24.83091787,29.47291235,24.54975188,0.089555803,45.6143194,D2.R,0.8,10,fold_3,25.16908213,32.6569807,26.8844714,0.158247554,40.95970595,D2.S,0.8,10,fold_3,21,37.33333333,25.86890303,0.021341848,1.387071133
Swim_Lane,D1,0.8,10,fold_4,25,27.89411977,24.66820072,0.086628795,50.77039485,D2.R,0.8,10,fold_4,35.07246377,47.34519104,37.03175756,0.194968099,71.47516901,D2.S,0.8,10,fold_4,33.75,56.19047619,40.95588235,0.025109857,1.587779015
Swim_Lane,D1,0.8,10,fold_5,20.79365079,28.06094038,21.96139156,0.084837845,46.0862031,D2.R,0.8,10,fold_5,21.21693122,30.65192744,23.38495767,0.182243869,40.52032524,D2.S,0.8,10,fold_5,28.88888889,47.41462241,34.46974231,0.01946391,1.792610433
