Fold,Avg Precision,Avg Recall,Avg F1,Avg pr time,Avg rec time
fold_1,48.0,24.947871572871573,32.28243686138423,0.16265952587127686,13.918845415115356
fold_2,37.5,17.23394660894661,22.806053875679666,0.13844218850135803,18.139287382364273
fold_3,50.0,24.39911803882392,31.333573833573833,0.1475711464881897,18.330560088157654
fold_4,46.0,24.867205893521678,31.434350736982317,0.17366435527801513,19.928819990158082
fold_5,40.0,25.400326797385624,29.58152958152958,0.16565868258476257,17.38903373479843
fold_6,30.0,20.0,23.333333333333336,0.1698237657546997,15.008547306060791
